t	θ	uncertainty T	uncertainty A
245.15	-0.001	0.02	0.009
245.18	-0.002	0.02	0.009
245.22	-0.002	0.02	0.009
245.25	-0.003	0.02	0.009
245.28	-0.003	0.02	0.009
245.32	-0.003	0.02	0.009
245.35	-0.002	0.02	0.009
245.38	-0.002	0.02	0.009
245.42	-0.002	0.02	0.009
245.45	-0.001	0.02	0.009
245.48	-0.001	0.02	0.009
245.52	0.000	0.02	0.009
245.55	0.001	0.02	0.009
245.58	0.002	0.02	0.009
245.62	0.003	0.02	0.009
245.65	0.004	0.02	0.009
245.68	0.004	0.02	0.009
245.72	0.004	0.02	0.009
245.75	0.004	0.02	0.009
245.78	0.004	0.02	0.009
245.82	0.004	0.02	0.009
245.85	0.002	0.02	0.009
245.88	0.002	0.02	0.009
245.92	0.000	0.02	0.009
245.95	0.000	0.02	0.009
245.98	-0.001	0.02	0.009
246.02	-0.001	0.02	0.009
246.05	-0.002	0.02	0.009
246.08	-0.003	0.02	0.009
246.12	-0.003	0.02	0.009
246.15	-0.002	0.02	0.009
246.18	-0.002	0.02	0.009
246.21	-0.002	0.02	0.009
246.25	-0.001	0.02	0.009
246.28	-0.001	0.02	0.009
246.31	0.000	0.02	0.009
246.35	0.001	0.02	0.009
246.38	0.002	0.02	0.009
246.41	0.002	0.02	0.009
246.45	0.003	0.02	0.009
246.48	0.004	0.02	0.009
246.51	0.004	0.02	0.009
246.55	0.004	0.02	0.009
246.58	0.004	0.02	0.009
246.61	0.004	0.02	0.009
246.65	0.003	0.02	0.009
246.68	0.001	0.02	0.009
246.71	0.001	0.02	0.009
246.75	0.000	0.02	0.009
246.78	-0.001	0.02	0.009
246.81	-0.001	0.02	0.009
246.85	-0.002	0.02	0.009
246.88	-0.003	0.02	0.009
246.91	-0.003	0.02	0.009
246.95	-0.003	0.02	0.009
246.98	-0.002	0.02	0.009
247.01	-0.002	0.02	0.009
247.05	-0.002	0.02	0.009
247.08	-0.001	0.02	0.009
247.11	0.000	0.02	0.009
247.15	0.001	0.02	0.009
247.18	0.002	0.02	0.009
247.21	0.002	0.02	0.009
247.25	0.003	0.02	0.009
247.28	0.004	0.02	0.009
247.31	0.004	0.02	0.009
247.34	0.004	0.02	0.009
247.38	0.004	0.02	0.009
247.41	0.004	0.02	0.009
247.44	0.004	0.02	0.009
247.48	0.003	0.02	0.009
247.51	0.001	0.02	0.009
247.54	0.001	0.02	0.009
247.58	0.000	0.02	0.009
247.61	-0.001	0.02	0.009
247.64	-0.001	0.02	0.009
247.68	-0.002	0.02	0.009
247.71	-0.003	0.02	0.009
247.74	-0.002	0.02	0.009
247.78	-0.002	0.02	0.009
247.81	-0.002	0.02	0.009
247.84	-0.002	0.02	0.009
247.88	-0.001	0.02	0.009
247.91	0.000	0.02	0.009
247.94	0.000	0.02	0.009
247.98	0.001	0.02	0.009
248.01	0.002	0.02	0.009
248.04	0.002	0.02	0.009
248.08	0.003	0.02	0.009
248.11	0.004	0.02	0.009
248.14	0.004	0.02	0.009
248.18	0.004	0.02	0.009
248.21	0.004	0.02	0.009
248.24	0.004	0.02	0.009
248.28	0.003	0.02	0.009
248.31	0.002	0.02	0.009
248.34	0.001	0.02	0.009
248.38	0.000	0.02	0.009
248.41	-0.001	0.02	0.009
248.44	-0.002	0.02	0.009
248.48	-0.002	0.02	0.009
248.51	-0.003	0.02	0.009
248.54	-0.003	0.02	0.009
248.57	-0.003	0.02	0.009
248.61	-0.003	0.02	0.009
248.64	-0.002	0.02	0.009
248.67	-0.002	0.02	0.009
248.71	-0.001	0.02	0.009
248.74	-0.001	0.02	0.009
248.77	0.001	0.02	0.009
248.81	0.001	0.02	0.009
248.84	0.002	0.02	0.009
248.87	0.003	0.02	0.009
248.91	0.003	0.02	0.009
248.94	0.003	0.02	0.009
248.97	0.003	0.02	0.009
249.01	0.003	0.02	0.009
249.04	0.003	0.02	0.009
249.07	0.002	0.02	0.009
249.11	0.002	0.02	0.009
249.14	0.001	0.02	0.009
249.17	0.000	0.02	0.009
249.21	-0.001	0.02	0.009
249.24	-0.002	0.02	0.009
249.27	-0.002	0.02	0.009
249.31	-0.003	0.02	0.009
249.34	-0.003	0.02	0.009
249.37	-0.003	0.02	0.009
249.41	-0.003	0.02	0.009
249.44	-0.002	0.02	0.009
249.47	-0.002	0.02	0.009
249.51	-0.001	0.02	0.009
249.54	-0.001	0.02	0.009
249.57	0.000	0.02	0.009
249.61	0.001	0.02	0.009
249.64	0.002	0.02	0.009
249.67	0.003	0.02	0.009
249.70	0.004	0.02	0.009
249.74	0.004	0.02	0.009
249.77	0.004	0.02	0.009
249.80	0.004	0.02	0.009
249.84	0.004	0.02	0.009
249.87	0.004	0.02	0.009
249.90	0.003	0.02	0.009
249.94	0.002	0.02	0.009
249.97	0.002	0.02	0.009
250.00	0.001	0.02	0.009
250.04	0.000	0.02	0.009
250.07	-0.002	0.02	0.009
250.10	-0.003	0.02	0.009
250.14	-0.003	0.02	0.009
250.17	-0.003	0.02	0.009
250.20	-0.003	0.02	0.009
250.24	-0.003	0.02	0.009
250.27	-0.002	0.02	0.009
250.30	-0.002	0.02	0.009
250.34	0.000	0.02	0.009
250.37	0.000	0.02	0.009
250.40	0.001	0.02	0.009
250.44	0.002	0.02	0.009
250.47	0.002	0.02	0.009
250.50	0.003	0.02	0.009
250.54	0.004	0.02	0.009
250.57	0.004	0.02	0.009
250.60	0.004	0.02	0.009
250.64	0.004	0.02	0.009
250.67	0.004	0.02	0.009
250.70	0.003	0.02	0.009
250.74	0.003	0.02	0.009
250.77	0.002	0.02	0.009
250.80	0.000	0.02	0.009
250.84	0.000	0.02	0.009
250.87	-0.001	0.02	0.009
250.90	-0.002	0.02	0.009
250.93	-0.003	0.02	0.009
250.97	-0.003	0.02	0.009
251.00	-0.003	0.02	0.009
251.03	-0.003	0.02	0.009
251.07	-0.003	0.02	0.009
251.10	-0.002	0.02	0.009
251.13	-0.002	0.02	0.009
251.17	0.000	0.02	0.009
251.20	0.000	0.02	0.009
251.23	0.001	0.02	0.009
251.27	0.002	0.02	0.009
251.30	0.003	0.02	0.009
251.33	0.004	0.02	0.009
251.37	0.004	0.02	0.009
251.40	0.004	0.02	0.009
251.43	0.004	0.02	0.009
251.47	0.004	0.02	0.009
251.50	0.004	0.02	0.009
251.53	0.003	0.02	0.009
251.57	0.002	0.02	0.009
251.60	0.001	0.02	0.009
251.63	0.000	0.02	0.009
251.67	-0.001	0.02	0.009
251.70	-0.002	0.02	0.009
251.73	-0.003	0.02	0.009
251.77	-0.003	0.02	0.009
251.80	-0.003	0.02	0.009
251.83	-0.003	0.02	0.009
251.87	-0.003	0.02	0.009
251.90	-0.002	0.02	0.009
251.93	-0.002	0.02	0.009
251.97	-0.001	0.02	0.009
252.00	0.000	0.02	0.009
252.03	0.001	0.02	0.009
252.07	0.001	0.02	0.009
252.10	0.002	0.02	0.009
252.13	0.003	0.02	0.009
252.16	0.004	0.02	0.009
252.20	0.004	0.02	0.009
252.23	0.004	0.02	0.009
252.26	0.004	0.02	0.009
252.30	0.004	0.02	0.009
252.33	0.004	0.02	0.009
252.36	0.003	0.02	0.009
252.40	0.002	0.02	0.009
252.43	0.000	0.02	0.009
252.46	0.000	0.02	0.009
252.50	-0.001	0.02	0.009
252.53	-0.002	0.02	0.009
252.56	-0.002	0.02	0.009
252.60	-0.003	0.02	0.009
252.63	-0.003	0.02	0.009
252.66	-0.003	0.02	0.009
252.70	-0.002	0.02	0.009
252.73	-0.002	0.02	0.009
252.76	-0.001	0.02	0.009
252.80	-0.001	0.02	0.009
252.83	0.000	0.02	0.009
252.86	0.002	0.02	0.009
252.90	0.002	0.02	0.009
252.93	0.003	0.02	0.009
252.96	0.004	0.02	0.009
253.00	0.004	0.02	0.009
253.03	0.004	0.02	0.009
253.06	0.004	0.02	0.009
253.10	0.004	0.02	0.009
253.13	0.004	0.02	0.009
253.16	0.003	0.02	0.009
253.20	0.002	0.02	0.009
253.23	0.001	0.02	0.009
253.26	0.000	0.02	0.009
253.29	-0.001	0.02	0.009
253.33	-0.001	0.02	0.009
253.36	-0.003	0.02	0.009
253.39	-0.003	0.02	0.009
253.43	-0.003	0.02	0.009
253.46	-0.003	0.02	0.009
253.49	-0.003	0.02	0.009
253.53	-0.002	0.02	0.009
253.56	-0.002	0.02	0.009
253.59	-0.001	0.02	0.009
253.63	0.000	0.02	0.009
253.66	0.001	0.02	0.009
253.69	0.002	0.02	0.009
253.73	0.002	0.02	0.009
253.76	0.004	0.02	0.009
253.79	0.004	0.02	0.009
253.83	0.004	0.02	0.009
253.86	0.004	0.02	0.009
253.89	0.004	0.02	0.009
253.93	0.004	0.02	0.009
253.96	0.004	0.02	0.009
253.99	0.003	0.02	0.009
254.03	0.002	0.02	0.009
254.06	0.001	0.02	0.009
254.09	0.000	0.02	0.009
254.13	-0.001	0.02	0.009
254.16	-0.001	0.02	0.009
254.19	-0.002	0.02	0.009
254.23	-0.003	0.02	0.009
254.26	-0.002	0.02	0.009
254.29	-0.002	0.02	0.009
254.33	-0.002	0.02	0.009
254.36	-0.002	0.02	0.009
254.39	-0.001	0.02	0.009
254.43	0.000	0.02	0.009
254.46	0.000	0.02	0.009
254.49	0.001	0.02	0.009
254.52	0.002	0.02	0.009
254.56	0.003	0.02	0.009
254.59	0.003	0.02	0.009
254.62	0.004	0.02	0.009
254.66	0.004	0.02	0.009
254.69	0.004	0.02	0.009
254.72	0.004	0.02	0.009
254.76	0.004	0.02	0.009
254.79	0.003	0.02	0.009
254.82	0.002	0.02	0.009
254.86	0.001	0.02	0.009
254.89	0.001	0.02	0.009
254.92	0.000	0.02	0.009
254.96	-0.001	0.02	0.009
254.99	-0.002	0.02	0.009
255.02	-0.002	0.02	0.009
255.06	-0.003	0.02	0.009
255.09	-0.003	0.02	0.009
255.12	-0.003	0.02	0.009
255.16	-0.002	0.02	0.009
255.19	-0.002	0.02	0.009
255.22	-0.001	0.02	0.009
255.26	0.000	0.02	0.009
255.29	0.000	0.02	0.009
255.32	0.002	0.02	0.009
255.36	0.002	0.02	0.009
255.39	0.003	0.02	0.009
255.42	0.003	0.02	0.009
255.46	0.003	0.02	0.009
255.49	0.003	0.02	0.009
255.52	0.003	0.02	0.009
255.56	0.003	0.02	0.009
255.59	0.002	0.02	0.009
255.62	0.002	0.02	0.009
255.66	0.001	0.02	0.009
255.69	0.000	0.02	0.009
255.72	-0.001	0.02	0.009
255.75	-0.001	0.02	0.009
255.79	-0.003	0.02	0.009
255.82	-0.003	0.02	0.009
255.85	-0.003	0.02	0.009
255.89	-0.003	0.02	0.009
255.92	-0.003	0.02	0.009
255.95	-0.003	0.02	0.009
255.99	-0.003	0.02	0.009
256.02	-0.003	0.02	0.009
256.05	-0.002	0.02	0.009
256.09	-0.001	0.02	0.009
256.12	0.000	0.02	0.009
256.15	0.001	0.02	0.009
256.19	0.002	0.02	0.009
256.22	0.003	0.02	0.009
256.25	0.003	0.02	0.009
256.29	0.003	0.02	0.009
256.32	0.003	0.02	0.009
256.35	0.003	0.02	0.009
256.39	0.002	0.02	0.009
256.42	0.002	0.02	0.009
256.45	0.002	0.02	0.009
256.49	0.001	0.02	0.009
256.52	-0.001	0.02	0.009
256.55	-0.001	0.02	0.009
256.59	-0.002	0.02	0.009
256.62	-0.002	0.02	0.009
256.65	-0.003	0.02	0.009
256.69	-0.003	0.02	0.009
256.72	-0.003	0.02	0.009
256.75	-0.002	0.02	0.009
256.79	-0.002	0.02	0.009
256.82	-0.002	0.02	0.009
256.85	-0.001	0.02	0.009
256.89	0.000	0.02	0.009
256.92	0.000	0.02	0.009
256.95	0.002	0.02	0.009
256.98	0.002	0.02	0.009
257.02	0.003	0.02	0.009
257.05	0.003	0.02	0.009
257.08	0.004	0.02	0.009
257.12	0.004	0.02	0.009
257.15	0.004	0.02	0.009
257.18	0.004	0.02	0.009
257.22	0.003	0.02	0.009
257.25	0.002	0.02	0.009
257.28	0.002	0.02	0.009
257.32	0.000	0.02	0.009
257.35	0.000	0.02	0.009
257.38	-0.001	0.02	0.009
257.42	-0.003	0.02	0.009
257.45	-0.003	0.02	0.009
257.48	-0.003	0.02	0.009
257.52	-0.003	0.02	0.009
257.55	-0.003	0.02	0.009
257.58	-0.003	0.02	0.009
257.62	-0.002	0.02	0.009
257.65	-0.002	0.02	0.009
257.68	-0.001	0.02	0.009
257.72	0.000	0.02	0.009
257.75	0.001	0.02	0.009
257.78	0.002	0.02	0.009
257.82	0.002	0.02	0.009
257.85	0.003	0.02	0.009
257.88	0.003	0.02	0.009
257.92	0.003	0.02	0.009
257.95	0.003	0.02	0.009
257.98	0.003	0.02	0.009
258.02	0.002	0.02	0.009
258.05	0.002	0.02	0.009
258.08	0.001	0.02	0.009
258.11	0.001	0.02	0.009
258.15	-0.001	0.02	0.009
258.18	-0.001	0.02	0.009
258.21	-0.002	0.02	0.009
258.25	-0.003	0.02	0.009
258.28	-0.003	0.02	0.009
258.31	-0.003	0.02	0.009
258.35	-0.003	0.02	0.009
258.38	-0.003	0.02	0.009
258.41	-0.003	0.02	0.009
258.45	-0.003	0.02	0.009
258.48	-0.002	0.02	0.009
258.51	-0.001	0.02	0.009
258.55	0.000	0.02	0.009
258.58	0.001	0.02	0.009
258.61	0.001	0.02	0.009
258.65	0.002	0.02	0.009
258.68	0.003	0.02	0.009
258.71	0.002	0.02	0.009
258.75	0.003	0.02	0.009
258.78	0.003	0.02	0.009
258.81	0.002	0.02	0.009
258.85	0.002	0.02	0.009
258.88	0.002	0.02	0.009
258.91	0.001	0.02	0.009
258.95	0.000	0.02	0.009
258.98	-0.001	0.02	0.009
259.01	-0.001	0.02	0.009
259.05	-0.003	0.02	0.009
259.08	-0.003	0.02	0.009
259.11	-0.003	0.02	0.009
259.15	-0.003	0.02	0.009
259.18	-0.003	0.02	0.009
259.21	-0.002	0.02	0.009
259.25	-0.002	0.02	0.009
259.28	-0.002	0.02	0.009
259.31	-0.001	0.02	0.009
259.34	0.000	0.02	0.009
259.38	0.001	0.02	0.009
259.41	0.002	0.02	0.009
259.44	0.003	0.02	0.009
259.48	0.003	0.02	0.009
259.51	0.004	0.02	0.009
259.54	0.004	0.02	0.009
259.58	0.004	0.02	0.009
259.61	0.004	0.02	0.009
259.64	0.004	0.02	0.009
259.68	0.003	0.02	0.009
259.71	0.002	0.02	0.009
259.74	0.001	0.02	0.009
259.78	0.000	0.02	0.009
259.81	0.000	0.02	0.009
259.84	-0.001	0.02	0.009
259.88	-0.001	0.02	0.009
259.91	-0.002	0.02	0.009
259.94	-0.002	0.02	0.009
259.98	-0.003	0.02	0.009
260.01	-0.003	0.02	0.009
260.04	-0.002	0.02	0.009
260.08	-0.002	0.02	0.009
260.11	-0.001	0.02	0.009
260.14	0.000	0.02	0.009
260.18	0.001	0.02	0.009
260.21	0.002	0.02	0.009
260.24	0.002	0.02	0.009
260.28	0.003	0.02	0.009
260.31	0.003	0.02	0.009
260.34	0.003	0.02	0.009
260.38	0.003	0.02	0.009
260.41	0.003	0.02	0.009
260.44	0.003	0.02	0.009
260.47	0.002	0.02	0.009
260.51	0.001	0.02	0.009
260.54	0.001	0.02	0.009
260.57	0.000	0.02	0.009
260.61	-0.001	0.02	0.009
260.64	-0.001	0.02	0.009
260.67	-0.002	0.02	0.009
260.71	-0.003	0.02	0.009
260.74	-0.003	0.02	0.009
260.77	-0.003	0.02	0.009
260.81	-0.003	0.02	0.009
260.84	-0.003	0.02	0.009
260.87	-0.002	0.02	0.009
260.91	-0.001	0.02	0.009
260.94	-0.001	0.02	0.009
260.97	0.000	0.02	0.009
261.01	0.001	0.02	0.009
261.04	0.002	0.02	0.009
261.07	0.003	0.02	0.009
261.11	0.003	0.02	0.009
261.14	0.003	0.02	0.009
261.17	0.004	0.02	0.009
261.21	0.004	0.02	0.009
261.24	0.004	0.02	0.009
261.27	0.004	0.02	0.009
261.31	0.003	0.02	0.009
261.34	0.002	0.02	0.009
261.37	0.001	0.02	0.009
261.41	0.000	0.02	0.009
261.44	-0.001	0.02	0.009
261.47	-0.001	0.02	0.009
261.51	-0.002	0.02	0.009
261.54	-0.002	0.02	0.009
261.57	-0.003	0.02	0.009
261.61	-0.002	0.02	0.009
261.64	-0.003	0.02	0.009
261.67	-0.002	0.02	0.009
261.70	-0.002	0.02	0.009
261.74	-0.001	0.02	0.009
261.77	0.000	0.02	0.009
261.80	0.000	0.02	0.009
261.84	0.002	0.02	0.009
261.87	0.002	0.02	0.009
261.90	0.002	0.02	0.009
261.94	0.003	0.02	0.009
261.97	0.003	0.02	0.009
262.00	0.003	0.02	0.009
262.04	0.003	0.02	0.009
262.07	0.003	0.02	0.009
262.10	0.002	0.02	0.009
262.14	0.001	0.02	0.009
262.17	0.001	0.02	0.009
262.20	0.000	0.02	0.009
262.24	-0.001	0.02	0.009
262.27	-0.001	0.02	0.009
262.30	-0.003	0.02	0.009
262.34	-0.003	0.02	0.009
262.37	-0.003	0.02	0.009
262.40	-0.003	0.02	0.009
262.44	-0.003	0.02	0.009
262.47	-0.002	0.02	0.009
262.50	-0.002	0.02	0.009
262.54	-0.002	0.02	0.009
262.57	-0.001	0.02	0.009
262.60	0.000	0.02	0.009
262.64	0.001	0.02	0.009
262.67	0.002	0.02	0.009
262.70	0.002	0.02	0.009
262.74	0.003	0.02	0.009
262.77	0.003	0.02	0.009
262.80	0.004	0.02	0.009
262.84	0.004	0.02	0.009
262.87	0.004	0.02	0.009
262.90	0.004	0.02	0.009
262.93	0.003	0.02	0.009
262.97	0.002	0.02	0.009
263.00	0.001	0.02	0.009
263.03	0.000	0.02	0.009
263.07	0.000	0.02	0.009
263.10	-0.001	0.02	0.009
263.13	-0.001	0.02	0.009
263.17	-0.002	0.02	0.009
263.20	-0.003	0.02	0.009
263.23	-0.002	0.02	0.009
263.27	-0.003	0.02	0.009
263.30	-0.002	0.02	0.009
263.33	-0.002	0.02	0.009
263.37	-0.001	0.02	0.009
263.40	-0.001	0.02	0.009
263.43	0.000	0.02	0.009
263.47	0.001	0.02	0.009
263.50	0.002	0.02	0.009
263.53	0.003	0.02	0.009
263.57	0.003	0.02	0.009
263.60	0.003	0.02	0.009
263.63	0.003	0.02	0.009
263.67	0.003	0.02	0.009
263.70	0.002	0.02	0.009
263.73	0.002	0.02	0.009
263.77	0.002	0.02	0.009
263.80	0.001	0.02	0.009
263.83	0.000	0.02	0.009
263.87	-0.001	0.02	0.009
263.90	-0.001	0.02	0.009
263.93	-0.002	0.02	0.009
263.97	-0.002	0.02	0.009
264.00	-0.003	0.02	0.009
264.03	-0.003	0.02	0.009
264.06	-0.003	0.02	0.009
264.10	-0.003	0.02	0.009
264.13	-0.002	0.02	0.009
264.16	-0.002	0.02	0.009
264.20	-0.001	0.02	0.009
264.23	-0.001	0.02	0.009
264.26	0.001	0.02	0.009
264.30	0.001	0.02	0.009
264.33	0.002	0.02	0.009
264.36	0.003	0.02	0.009
264.40	0.003	0.02	0.009
264.43	0.003	0.02	0.009
264.46	0.003	0.02	0.009
264.50	0.002	0.02	0.009
264.53	0.002	0.02	0.009
264.56	0.002	0.02	0.009
264.60	0.001	0.02	0.009
264.63	0.001	0.02	0.009
264.66	0.000	0.02	0.009
264.70	-0.001	0.02	0.009
264.73	-0.002	0.02	0.009
264.76	-0.002	0.02	0.009
264.80	-0.003	0.02	0.009
264.83	-0.003	0.02	0.009
264.86	-0.003	0.02	0.009
264.90	-0.003	0.02	0.009
264.93	-0.002	0.02	0.009
264.96	-0.002	0.02	0.009
265.00	-0.001	0.02	0.009
265.03	-0.001	0.02	0.009
265.06	0.000	0.02	0.009
265.10	0.001	0.02	0.009
265.13	0.002	0.02	0.009
265.16	0.002	0.02	0.009
265.20	0.003	0.02	0.009
265.23	0.003	0.02	0.009
265.26	0.003	0.02	0.009
265.29	0.003	0.02	0.009
265.33	0.002	0.02	0.009
265.36	0.002	0.02	0.009
265.39	0.001	0.02	0.009
265.43	0.001	0.02	0.009
265.46	0.000	0.02	0.009
265.49	-0.001	0.02	0.009
265.53	-0.001	0.02	0.009
265.56	-0.002	0.02	0.009
265.59	-0.003	0.02	0.009
265.63	-0.003	0.02	0.009
265.66	-0.003	0.02	0.009
265.69	-0.003	0.02	0.009
265.73	-0.002	0.02	0.009
265.76	-0.002	0.02	0.009
265.79	-0.002	0.02	0.009
265.83	-0.001	0.02	0.009
265.86	-0.001	0.02	0.009
265.89	0.000	0.02	0.009
265.93	0.001	0.02	0.009
265.96	0.002	0.02	0.009
265.99	0.003	0.02	0.009
266.03	0.003	0.02	0.009
266.06	0.003	0.02	0.009
266.09	0.003	0.02	0.009
266.13	0.002	0.02	0.009
266.16	0.002	0.02	0.009
266.19	0.002	0.02	0.009
266.23	0.001	0.02	0.009
266.26	0.001	0.02	0.009
266.29	0.000	0.02	0.009
266.33	-0.001	0.02	0.009
266.36	-0.002	0.02	0.009
266.39	-0.002	0.02	0.009
266.43	-0.003	0.02	0.009
266.46	-0.003	0.02	0.009
266.49	-0.003	0.02	0.009
266.52	-0.003	0.02	0.009
266.56	-0.002	0.02	0.009
266.59	-0.001	0.02	0.009
266.62	-0.001	0.02	0.009
266.66	0.000	0.02	0.009
266.69	0.001	0.02	0.009
266.72	0.002	0.02	0.009
266.76	0.002	0.02	0.009
266.79	0.003	0.02	0.009
266.82	0.003	0.02	0.009
266.86	0.003	0.02	0.009
266.89	0.003	0.02	0.009
266.92	0.003	0.02	0.009
266.96	0.002	0.02	0.009
266.99	0.002	0.02	0.009
267.02	0.001	0.02	0.009
267.06	0.001	0.02	0.009
267.09	0.000	0.02	0.009
267.12	-0.001	0.02	0.009
267.16	-0.001	0.02	0.009
267.19	-0.002	0.02	0.009
267.22	-0.003	0.02	0.009
267.26	-0.003	0.02	0.009
267.29	-0.003	0.02	0.009
267.32	-0.002	0.02	0.009
267.36	-0.003	0.02	0.009
267.39	-0.002	0.02	0.009
267.42	-0.001	0.02	0.009
267.46	-0.001	0.02	0.009
267.49	0.000	0.02	0.009
267.52	0.001	0.02	0.009
267.56	0.001	0.02	0.009
267.59	0.002	0.02	0.009
267.62	0.003	0.02	0.009
267.65	0.003	0.02	0.009
267.69	0.003	0.02	0.009
267.72	0.003	0.02	0.009
267.75	0.002	0.02	0.009
267.79	0.002	0.02	0.009
267.82	0.002	0.02	0.009
267.85	0.001	0.02	0.009
267.89	0.000	0.02	0.009
267.92	0.000	0.02	0.009
267.95	-0.001	0.02	0.009
267.99	-0.002	0.02	0.009
268.02	-0.003	0.02	0.009
268.05	-0.003	0.02	0.009
268.09	-0.003	0.02	0.009
268.12	-0.003	0.02	0.009
268.15	-0.002	0.02	0.009
268.19	-0.002	0.02	0.009
268.22	-0.001	0.02	0.009
268.25	-0.001	0.02	0.009
268.29	0.000	0.02	0.009
268.32	0.000	0.02	0.009
268.35	0.001	0.02	0.009
268.39	0.002	0.02	0.009
268.42	0.003	0.02	0.009
268.45	0.003	0.02	0.009
268.49	0.003	0.02	0.009
268.52	0.003	0.02	0.009
268.55	0.003	0.02	0.009
268.59	0.002	0.02	0.009
268.62	0.002	0.02	0.009
268.65	0.002	0.02	0.009
268.69	0.001	0.02	0.009
268.72	0.000	0.02	0.009
268.75	-0.001	0.02	0.009
268.79	-0.001	0.02	0.009
268.82	-0.002	0.02	0.009
268.85	-0.003	0.02	0.009
268.88	-0.003	0.02	0.009
268.92	-0.003	0.02	0.009
268.95	-0.003	0.02	0.009
268.98	-0.003	0.02	0.009
269.02	-0.002	0.02	0.009
269.05	-0.002	0.02	0.009
269.08	-0.001	0.02	0.009
269.12	-0.001	0.02	0.009
269.15	0.000	0.02	0.009
269.18	0.001	0.02	0.009
269.22	0.002	0.02	0.009
269.25	0.002	0.02	0.009
269.28	0.003	0.02	0.009
269.32	0.003	0.02	0.009
269.35	0.003	0.02	0.009
269.38	0.002	0.02	0.009
269.42	0.002	0.02	0.009
269.45	0.001	0.02	0.009
269.48	0.001	0.02	0.009
269.52	0.001	0.02	0.009
269.55	0.000	0.02	0.009
269.58	-0.001	0.02	0.009
269.62	-0.001	0.02	0.009
269.65	-0.002	0.02	0.009
269.68	-0.002	0.02	0.009
269.72	-0.002	0.02	0.009
269.75	-0.003	0.02	0.009
269.78	-0.002	0.02	0.009
269.82	-0.002	0.02	0.009
269.85	-0.002	0.02	0.009
269.88	-0.001	0.02	0.009
269.92	-0.001	0.02	0.009
269.95	0.000	0.02	0.009
269.98	0.001	0.02	0.009
270.02	0.001	0.02	0.009
270.05	0.002	0.02	0.009
270.08	0.002	0.02	0.009
270.11	0.003	0.02	0.009
270.15	0.003	0.02	0.009
270.18	0.002	0.02	0.009
270.21	0.002	0.02	0.009
270.25	0.002	0.02	0.009
270.28	0.001	0.02	0.009
270.31	0.001	0.02	0.009
270.35	0.000	0.02	0.009
270.38	-0.001	0.02	0.009
270.41	-0.001	0.02	0.009
270.45	-0.002	0.02	0.009
270.48	-0.003	0.02	0.009
270.51	-0.002	0.02	0.009
270.55	-0.002	0.02	0.009
270.58	-0.003	0.02	0.009
270.61	-0.002	0.02	0.009
270.65	-0.002	0.02	0.009
270.68	-0.001	0.02	0.009
270.71	0.000	0.02	0.009
270.75	0.000	0.02	0.009
270.78	0.001	0.02	0.009
270.81	0.001	0.02	0.009
270.85	0.002	0.02	0.009
270.88	0.002	0.02	0.009
270.91	0.003	0.02	0.009
270.95	0.003	0.02	0.009
270.98	0.003	0.02	0.009
271.01	0.002	0.02	0.009
271.05	0.002	0.02	0.009
271.08	0.002	0.02	0.009
271.11	0.002	0.02	0.009
271.15	0.000	0.02	0.009
271.18	0.000	0.02	0.009
271.21	-0.001	0.02	0.009
271.25	-0.001	0.02	0.009
271.28	-0.002	0.02	0.009
271.31	-0.002	0.02	0.009
271.34	-0.002	0.02	0.009
271.38	-0.002	0.02	0.009
271.41	-0.002	0.02	0.009
271.44	-0.002	0.02	0.009
271.48	-0.002	0.02	0.009
271.51	-0.001	0.02	0.009
271.54	0.000	0.02	0.009
271.58	0.000	0.02	0.009
271.61	0.001	0.02	0.009
271.64	0.001	0.02	0.009
271.68	0.002	0.02	0.009
271.71	0.003	0.02	0.009
271.74	0.002	0.02	0.009
271.78	0.003	0.02	0.009
271.81	0.003	0.02	0.009
271.84	0.002	0.02	0.009
271.88	0.002	0.02	0.009
271.91	0.001	0.02	0.009
271.94	0.001	0.02	0.009
271.98	0.000	0.02	0.009
272.01	0.000	0.02	0.009
272.04	-0.001	0.02	0.009
272.08	-0.001	0.02	0.009
272.11	-0.002	0.02	0.009
272.14	-0.002	0.02	0.009
272.18	-0.002	0.02	0.009
272.21	-0.002	0.02	0.009
272.24	-0.002	0.02	0.009
272.28	-0.001	0.02	0.009
272.31	-0.001	0.02	0.009
272.34	0.000	0.02	0.009
272.38	0.001	0.02	0.009
272.41	0.002	0.02	0.009
272.44	0.002	0.02	0.009
272.47	0.002	0.02	0.009
272.51	0.003	0.02	0.009
272.54	0.003	0.02	0.009
272.57	0.003	0.02	0.009
272.61	0.003	0.02	0.009
272.64	0.002	0.02	0.009
272.67	0.002	0.02	0.009
272.71	0.002	0.02	0.009
272.74	0.001	0.02	0.009
272.77	0.000	0.02	0.009
272.81	0.000	0.02	0.009
272.84	-0.001	0.02	0.009
272.87	-0.001	0.02	0.009
272.91	-0.002	0.02	0.009
272.94	-0.002	0.02	0.009
272.97	-0.002	0.02	0.009
273.01	-0.003	0.02	0.009
273.04	-0.002	0.02	0.009
273.07	-0.002	0.02	0.009
273.11	-0.001	0.02	0.009
273.14	-0.001	0.02	0.009
273.17	0.000	0.02	0.009
273.21	0.000	0.02	0.009
273.24	0.001	0.02	0.009
273.27	0.001	0.02	0.009
273.31	0.002	0.02	0.009
273.34	0.003	0.02	0.009
273.37	0.003	0.02	0.009
273.41	0.003	0.02	0.009
